OBJECTID,Id,ORIG_FID,Name,x,y,distance
538,0,0, ,577648.6154,6093027.193,16140
539,0,0, ,577678.6032,6093028.049,16170
540,0,0, ,577708.5908,6093028.906,16200
541,0,0, ,577738.5786,6093029.763,16230
542,0,0, ,577768.5664,6093030.62,16260
543,0,0, ,577798.5541,6093031.477,16290
544,0,0, ,577828.5419,6093032.333,16320
545,0,0, ,577858.5297,6093033.19,16350
546,0,0, ,577888.5174,6093034.047,16380
547,0,0, ,577918.5052,6093034.904,16410
548,0,0, ,577948.493,6093035.761,16440
549,0,0, ,577978.4807,6093036.617,16470
550,0,0, ,578008.4685,6093037.474,16500
551,0,0, ,578038.4563,6093038.331,16530
552,0,0, ,578068.444,6093039.188,16560
553,0,0, ,578098.4318,6093040.045,16590
554,0,0, ,578128.4196,6093040.901,16620
555,0,0, ,578158.4073,6093041.758,16650
556,0,0, ,578188.3951,6093042.615,16680
557,0,0, ,578218.3829,6093043.472,16710
558,0,0, ,578248.3706,6093044.329,16740
559,0,0, ,578278.3584,6093045.185,16770
560,0,0, ,578308.3461,6093046.042,16800
561,0,0, ,578338.3338,6093046.899,16830
562,0,0, ,578368.3216,6093047.756,16860
563,0,0, ,578398.3094,6093048.613,16890
564,0,0, ,578428.2972,6093049.469,16920
565,0,0, ,578458.2849,6093050.326,16950
566,0,0, ,578488.2727,6093051.183,16980
567,0,0, ,578518.2605,6093052.04,17010
568,0,0, ,578548.2482,6093052.897,17040
569,0,0, ,578578.236,6093053.753,17070
570,0,0, ,578608.2238,6093054.61,17100
571,0,0, ,578638.2115,6093055.467,17130
572,0,0, ,578668.1993,6093056.324,17160
573,0,0, ,578698.1871,6093057.18,17190
574,0,0, ,578728.1748,6093058.037,17220
575,0,0, ,578758.1626,6093058.894,17250
576,0,0, ,578788.1504,6093059.751,17280
577,0,0, ,578818.1381,6093060.608,17310
578,0,0, ,578848.1259,6093061.464,17340
579,0,0, ,578878.1137,6093062.321,17370
580,0,0, ,578908.1014,6093063.178,17400
581,0,0, ,578938.0891,6093064.035,17430
582,0,0, ,578968.0769,6093064.892,17460
583,0,0, ,578998.0646,6093065.748,17490
584,0,0, ,579028.0524,6093066.605,17520
585,0,0, ,579058.0402,6093067.462,17550
586,0,0, ,579088.0279,6093068.319,17580
587,0,0, ,579118.0157,6093069.176,17610
588,0,0, ,579148.0035,6093070.032,17640
589,0,0, ,579177.9912,6093070.889,17670
590,0,0, ,579207.979,6093071.746,17700
591,0,0, ,579237.9668,6093072.603,17730
592,0,0, ,579267.9545,6093073.46,17760
593,0,0, ,579297.9423,6093074.316,17790
594,0,0, ,579327.9301,6093075.173,17820
595,0,0, ,579357.9178,6093076.03,17850
596,0,0, ,579387.9056,6093076.887,17880
597,0,0, ,579417.8934,6093077.744,17910
598,0,0, ,579447.8811,6093078.6,17940
599,0,0, ,579477.8689,6093079.457,17970
600,0,0, ,579507.8567,6093080.314,18000
601,0,0, ,579537.8443,6093081.171,18030
602,0,0, ,579567.8321,6093082.027,18060
603,0,0, ,579597.8199,6093082.884,18090
604,0,0, ,579627.8077,6093083.741,18120
605,0,0, ,579657.7954,6093084.598,18150
606,0,0, ,579687.7832,6093085.455,18180
